ParticipantId,StartTime (America/Chicago),CompletionTime (America/Chicago),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,Task Data,Submitted Data,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Gender,Country Of Residence,Household Income,Race,Employment Status
C5F75656829140299E70444EEC39F049,05/06/2024 06:35:27 PM,,,,0,0,0,Returned,,,31,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,"Science, Technology, Engineering & Mathematics",Single,Independent,Woman,United States,"$70,000-$79,999",White,Full-time
34482A35EF7948F398F72668913A78A8,05/06/2024 06:35:29 PM,,,,0,0,0,Returned,,,59,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Married,Independent,Woman,United States,"$100,000-$124,999",White,Full-time
37760FFB2C6B45C5A48E2777D3AB3190,05/06/2024 06:35:34 PM,,,,0,0,0,Returned,,,24,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,In a relationship,Independent,Woman,United States,"$80,000-$89,999",Japanese,Part-time
73460B7B13FD4FE48297409EB06F12D9,05/06/2024 06:35:39 PM,05/06/2024 06:40:02 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Stanley Kato_17_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Stanley%20Kato_17_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":623}","{""Data"":{""taskData"":{""age"":""40\u0027s"",""jaw"":""Round "",""eyes"":""Squinty eyes that cannot determine eye color. "",""hair"":""Short and brownish blonde"",""nose"":""Larger nose at the bottom, average nasal bone."",""race"":""white"",""beard"":""Beard and mustache "",""gender"":""male"",""eyebrows"":""Thicker towards the center of the face and thinner as it gets closer to the sides of the face."",""expression"":""smiling""}}}",25,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Republican,Woman,United States,"$70,000-$79,999",White,"Not in paid work (e.g., homemaker, disabled)"
AF09ECC56B13406EAA4D174850B78291,05/06/2024 06:35:40 PM,05/06/2024 06:38:58 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Teresa Birdwell_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Teresa%20Birdwell_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":636}","{""Data"":{""taskData"":{""age"":""35"",""jaw"":""Swuare"",""eyes"":""Small brown"",""hair"":""Short brunette "",""nose"":""Wide thick"",""race"":""white"",""beard"":""Goatee"",""gender"":""male"",""eyebrows"":""Normal brown"",""expression"":""smiling"",""additionalInfo"":""N/A""}}}",31,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Male,Legal,In a relationship,Democrat,Man,United States,"$80,000-$89,999",White,Full-time
8E2E2BD7B45542BBB8B708E970A2318C,05/06/2024 06:35:40 PM,,,,0,0,0,Returned,,,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Finance,Single,Democrat,Woman,United States,"Less than $10,000",White,Full-time
039E107421874BA791EFF765928429C5,05/06/2024 06:35:42 PM,,,,0,0,0,Returned,,,48,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Independent,Man,United States,"$250,000 or more",Chinese,Full-time
AF2F9202E556438A87C2ED3381992DC3,05/06/2024 06:35:54 PM,05/06/2024 06:41:38 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Louis Somerville_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Louis%20Somerville_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":634}","{""Data"":{""taskData"":{""age"":""48"",""jaw"":""rounded, narrow, slight angles"",""eyes"":""brown"",""hair"":""straight, brunette, bangs"",""nose"":""bumpy, crinkled"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""brown, groomed"",""expression"":""smiling"",""additionalInfo"":""straight teeth, but with slightly crooked smile. thin lips. lots of smile lines on her face. moderately ""}}}",47,"Some college, but no degree",Male,Information Technology,Single,Republican,Man,United States,"$100,000-$124,999",White,Part-time
64408F7F8FEE4FD58F774742B0C614DF,05/06/2024 06:35:56 PM,05/06/2024 06:43:51 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Miriam Harlow_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Miriam%20Harlow_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":637}","{""Data"":{""taskData"":{""age"":""Mid 20"",""jaw"":""Average "",""eyes"":""Deep blue"",""hair"":""Dirty brown"",""nose"":""Large with large holes and mole on tip"",""race"":""white"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Thin dirty brown"",""expression"":""smiling"",""additionalInfo"":""One front tooth overlaps the other, mole under right eeye""}}}",33,High school graduate - high school diploma or the equivalent (for example: GED),Female,"Transportation, Distribution & Logistics",In a relationship,Republican,Woman,United States,"$50,000-$59,999",White,Part-time
830E23CFB54449DDB7FF01F0B54A7736,05/06/2024 06:35:59 PM,,,,0,0,0,Returned,,,61,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Married,Republican,Man,United States,"$200,000-$224,999",White,Full-time
5FF888CC8DF64030A242B91BCBB094B2,05/06/2024 06:36:05 PM,,,,0,0,0,Returned,,,49,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Divorced,Republican,Man,United States,"$20,000-$29,999",Korean,Part-time
A6314055D0BE49E1BEE7D450D0718DF6,05/06/2024 06:36:10 PM,05/06/2024 06:43:18 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""1.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""2.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""1.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Gerald Brotherton_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Gerald%20Brotherton_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":640}","{""Data"":{""taskData"":{""age"":""Mid-30\u2019s"",""jaw"":""Round"",""eyes"":""Dark brown"",""hair"":""Medium, black, braided hair"",""nose"":""Flat nose with flaring nostrils"",""race"":""black"",""beard"":""Has a short, black beard"",""gender"":""male"",""eyebrows"":""Think black eyebrows"",""expression"":""neutral"",""additionalInfo"":""Light black skin and appears to have pink eyes ""}}}",39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Single,Democrat,Woman,United States,"$90,000-$99,999",Filipino,Part-time
5A8A966953BA45B792C40D3EB54A1859,05/06/2024 06:36:13 PM,,,,0,0,0,Returned,,,37,"Some college, but no degree",Female,Medicine,Married,Democrat,Woman,United States,"$30,000-$39,999",Black or African American,Full-time
33E25313BDE249ABABF0C76022012B56,05/06/2024 06:36:25 PM,05/06/2024 06:40:21 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Patsy Vice_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Patsy%20Vice_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":573}","{""Data"":{""taskData"":{""age"":""late 30s"",""jaw"":""square jaw"",""eyes"":""medium brown"",""hair"":""straight bangs, dark brown"",""nose"":""long nose, wide bridge"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""thin"",""expression"":""smiling"",""additionalInfo"":""wide chin, thin upper lip""}}}",69,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Legal,Separated,Democrat,Woman,United States,"$100,000-$124,999",White,Retired
6112B0DBD0B94CD29A795AC300B813EA,05/06/2024 06:36:31 PM,,,,0,0,0,Returned,,,33,High school graduate - high school diploma or the equivalent (for example: GED),Male,I’d Rather Not Say,I’d Rather Not Say,Something else,Man,United States,"$20,000-$29,999",White,Prefer not to say
124AA3353BDF4166BE3B108A9B27311A,05/06/2024 06:36:45 PM,05/06/2024 06:40:02 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Claudia Olivarez_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Claudia%20Olivarez_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":642}","{""Data"":{""taskData"":{""age"":""early twenties or late teens"",""jaw"":""slightly pointy"",""eyes"":""brown"",""hair"":""brunette with blonde highlights"",""nose"":""narrow"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""dark and thin"",""expression"":""smiling"",""additionalInfo"":""wearing a necklace/choker, eyeliner""}}}",31,"Bachelor's degree (for example: BA, AB, BS)",Female,I’d Rather Not Say,In a relationship,Prefer not to say,Woman,United States,"Less than $10,000",Black or African American,Unemployed
C8DE7A663DF64621910FEECA2E821C62,05/06/2024 06:36:57 PM,05/06/2024 06:44:37 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""3.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Nathan Batts_15_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Nathan%20Batts_15_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":643}","{""Data"":{""taskData"":{""age"":""Early 40"",""jaw"":""Short"",""eyes"":""Small, dark brown "",""hair"":""Long dark brown "",""nose"":""M\u00E9dium "",""race"":""asian"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Thin hair "",""expression"":""smiling""}}}",30,"Associate degree (for example: AA, AS)",Female,Medicine,Married,Democrat,Woman,United States,"$60,000-$69,999",White,Student
E0DAFB61AAF048FAAE3AED2DB7B65A20,05/06/2024 06:36:58 PM,05/06/2024 06:39:34 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""1.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Carlos Coker_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Carlos%20Coker_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":644}","{""Data"":{""taskData"":{""age"":""55"",""jaw"":""small, square"",""eyes"":""brown"",""hair"":""bald, dark"",""nose"":""small nostrils"",""race"":""hispanic"",""beard"":""none"",""gender"":""male"",""eyebrows"":""dark, thick"",""expression"":""neutral"",""additionalInfo"":""squinced face, chubby""}}}",46,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Government & Public Administration,Married,Independent,Man,United States,"$90,000-$99,999",White,Full-time
25814D9B26454E4F95A93D6A3357AF4F,05/06/2024 06:36:58 PM,05/06/2024 06:40:37 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Carl Cash_18_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Carl%20Cash_18_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":645}","{""Data"":{""taskData"":{""age"":""50s"",""jaw"":""Streamlined "",""eyes"":""Black"",""hair"":""Gray"",""nose"":""Pointy"",""race"":""white"",""gender"":""male"",""eyebrows"":""Gray"",""expression"":""smiling""}}}",48,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,In a relationship,Prefer not to say,Woman,United States,"$100,000-$124,999",An ethnicity not listed here,Full-time
6CB0EC7F77BC44AFBD35658FEF18A4B3,05/06/2024 06:37:01 PM,05/06/2024 06:39:49 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Christina Delaney_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Christina%20Delaney_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":646}","{""Data"":{""taskData"":{""age"":""early-40s"",""jaw"":""square"",""eyes"":""medium brown"",""hair"":""short straight brown"",""nose"":""wide"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""medium brown"",""expression"":""smiling""}}}",38,High school graduate - high school diploma or the equivalent (for example: GED),Male,I’d Rather Not Say,Single,Independent,Non-binary,United States,Prefer not to say,Chinese,Prefer not to say
3701428B74B748B4A55DA78FEAF1D7C8,05/06/2024 06:37:03 PM,05/06/2024 06:39:29 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""2.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Latoya Hinds_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Latoya%20Hinds_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":647}","{""Data"":{""taskData"":{""age"":""late 20s"",""jaw"":""Slightly round"",""eyes"":""Round brown"",""hair"":""Medium length"",""nose"":""Proportional to face"",""race"":""black"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Normal"",""expression"":""neutral"",""additionalInfo"":""Has earing.""}}}",36,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Married,Independent,Man,United States,"$60,000-$69,999",White,Full-time
8EA7FA2D5D9A45CF8DE35D50ECF804EB,05/06/2024 06:37:09 PM,05/06/2024 06:45:20 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Kenneth Maggard_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Kenneth%20Maggard_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":618}","{""Data"":{""taskData"":{""age"":""middle aged, around 30s-40s"",""jaw"":""oblong shaped face"",""eyes"":""small brown eyes"",""hair"":""very short straight hair, brown"",""nose"":""long nose"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""thin brown eyebrows"",""expression"":""smiling""}}}",24,High school graduate - high school diploma or the equivalent (for example: GED),Female,I’d Rather Not Say,Single,Prefer not to say,Woman,United States,Prefer not to say,An ethnicity not listed here,"Not in paid work (e.g., homemaker, disabled)"
106DA433CA4F4BBA963B183DEFD743E0,05/06/2024 06:37:10 PM,05/06/2024 06:40:58 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Angela Chaisson_12_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Angela%20Chaisson_12_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":648}","{""Data"":{""taskData"":{""age"":""35"",""jaw"":""Oval"",""eyes"":""Large brown"",""hair"":""Straight Brown"",""nose"":""Small nostrils"",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""Thick brown"",""expression"":""smiling""}}}",48,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,Married,Democrat,Woman,United States,"$50,000-$59,999",White,Full-time
